track,sample,lon,lat,pressure
Invest_GEFS,21,147.0,24.0,966.03735
Invest_GEFS,21,145.0,26.0,964.58875
Invest_GEFS,21,143.0,27.5,967.628
Invest_GEFS,21,140.5,28.5,969.7076
Invest_GEFS,22,163.0,47.5,983.7422
Invest_GEFS,22,164.0,49.0,978.86725
Invest_GEFS,22,166.5,49.5,980.49274
Invest_GEFS,22,168.0,51.0,986.9171
Invest_GEFS,22,170.5,51.5,991.57776
Invest_GEFS,22,176.5,53.5,999.05585
Invest_GEFS,22,162.0,13.0,997.5751
Invest_GEFS,22,159.5,14.0,995.2628
Invest_GEFS,22,157.5,14.5,992.2386
Invest_GEFS,22,155.5,15.0,990.1691
Invest_GEFS,22,153.0,15.0,987.1703
Invest_GEFS,22,151.0,14.5,983.09735
Invest_GEFS,22,148.5,14.5,978.21674
Invest_GEFS,22,146.5,14.5,973.0664
Invest_GEFS,22,144.0,15.0,970.8642
Invest_GEFS,22,142.0,15.5,966.6211
Invest_GEFS,22,139.5,15.5,966.53937
Invest_GEFS,22,137.0,16.0,965.02014
Invest_GEFS,22,134.0,16.5,960.49536
Invest_GEFS,22,132.0,17.0,958.41565
Invest_GEFS,22,129.5,18.5,954.0868
Invest_GEFS,23,162.5,47.5,983.3183
Invest_GEFS,23,164.0,48.0,982.2296
Invest_GEFS,23,168.5,49.0,987.0092
Invest_GEFS,23,172.0,51.0,992.1264
Invest_GEFS,23,175.5,53.0,994.7419
Invest_GEFS,23,177.0,53.5,998.3299
Invest_GEFS,23,117.0,49.5,1000.5129
Invest_GEFS,23,116.0,48.5,1000.01685
Invest_GEFS,23,100.5,41.5,998.96716
Invest_GEFS,23,100.5,41.5,997.27905
Invest_GEFS,23,100.5,41.5,993.97687
Invest_GEFS,23,100.0,41.5,993.017
Invest_GEFS,23,100.0,41.5,992.2469
Invest_GEFS,23,100.5,41.0,990.2157
Invest_GEFS,23,100.0,41.5,990.3004
Invest_GEFS,23,100.5,41.0,991.32404
Invest_GEFS,23,147.5,15.5,991.3487
Invest_GEFS,23,145.0,16.5,989.1018
Invest_GEFS,23,143.0,18.0,986.1044
Invest_GEFS,23,141.5,19.0,984.70483
Invest_GEFS,23,139.5,20.0,983.5946
Invest_GEFS,24,162.0,47.5,984.3008
Invest_GEFS,24,163.5,48.0,982.46606
