track,sample,lon,lat,pressure
Invest_AIGEFS,19,131.75,16.5,958.61237
Invest_AIGEFS,19,129.0,17.25,951.79315
Invest_AIGEFS,19,127.0,18.0,944.98883
Invest_AIGEFS,19,125.25,18.75,944.8873
Invest_AIGEFS,19,123.5,19.5,946.22974
Invest_AIGEFS,19,122.0,21.25,954.51514
Invest_AIGEFS,20,161.75,47.75,983.53455
Invest_AIGEFS,20,163.5,48.0,980.22437
Invest_AIGEFS,20,166.25,48.75,982.9161
Invest_AIGEFS,20,169.0,50.25,988.0461
Invest_AIGEFS,20,170.75,51.5,994.88513
Invest_AIGEFS,20,118.0,14.25,997.39514
Invest_AIGEFS,20,115.25,15.25,999.02484
Invest_AIGEFS,20,115.0,15.5,995.7631
Invest_AIGEFS,20,113.5,16.0,988.58923
Invest_AIGEFS,20,111.5,17.5,976.2355
Invest_AIGEFS,20,110.25,18.75,970.6025
Invest_AIGEFS,20,109.0,20.25,960.1614
Invest_AIGEFS,20,108.25,21.5,961.8389
Invest_AIGEFS,20,153.0,15.75,971.1473
Invest_AIGEFS,20,151.0,16.25,969.58264
Invest_AIGEFS,20,148.0,17.0,967.9486
Invest_AIGEFS,20,145.5,17.25,964.3066
Invest_AIGEFS,20,142.5,18.0,962.197
Invest_AIGEFS,20,139.75,18.5,959.29584
Invest_AIGEFS,20,136.5,19.5,964.17224
Invest_AIGEFS,20,133.75,20.0,960.05475
Invest_AIGEFS,21,161.75,47.5,982.47186
Invest_AIGEFS,21,164.0,48.75,978.6486
Invest_AIGEFS,21,166.5,48.75,981.1529
Invest_AIGEFS,21,169.25,50.5,986.7745
Invest_AIGEFS,21,170.5,51.25,990.9668
Invest_AIGEFS,21,175.0,53.5,997.8761
Invest_AIGEFS,21,162.25,9.5,989.17163
Invest_AIGEFS,21,160.25,11.0,984.35724
Invest_AIGEFS,21,158.25,12.5,969.3117
Invest_AIGEFS,21,155.5,12.75,965.8917
Invest_AIGEFS,21,152.75,13.75,967.12054
Invest_AIGEFS,21,150.0,14.25,966.2111
Invest_AIGEFS,21,146.25,15.0,970.72797
Invest_AIGEFS,21,143.75,15.75,959.81476
Invest_AIGEFS,21,140.5,16.25,959.87854
Invest_AIGEFS,21,137.5,16.75,960.40643
Invest_AIGEFS,21,134.75,17.75,955.07104
Invest_AIGEFS,21,132.0,18.25,954.91016
Invest_AIGEFS,21,129.75,18.5,953.6442
Invest_AIGEFS,21,127.75,19.5,947.5433
Invest_AIGEFS,21,125.75,20.0,950.484
Invest_AIGEFS,22,162.0,47.25,984.51984
Invest_AIGEFS,22,164.25,48.25,981.22144
Invest_AIGEFS,22,168.5,49.0,984.09326
Invest_AIGEFS,22,169.75,50.5,988.46924
Invest_AIGEFS,22,170.25,50.25,994.1074
Invest_AIGEFS,22,176.75,54.0,998.05255
Invest_AIGEFS,22,114.25,17.5,996.2216
Invest_AIGEFS,22,161.25,13.5,987.1118
Invest_AIGEFS,22,160.0,14.75,972.6273
Invest_AIGEFS,22,158.5,15.5,967.80695
Invest_AIGEFS,22,156.75,16.0,964.4343
Invest_AIGEFS,22,154.75,16.5,961.59705
Invest_AIGEFS,22,152.5,17.5,957.0673
Invest_AIGEFS,22,150.25,18.0,954.654
Invest_AIGEFS,22,147.75,18.75,953.8822
Invest_AIGEFS,22,145.5,20.0,953.9291
Invest_AIGEFS,22,143.0,21.0,953.21765
Invest_AIGEFS,22,141.0,22.75,953.219
Invest_AIGEFS,22,139.25,23.75,951.27893
Invest_AIGEFS,22,137.0,25.0,958.1446
Invest_AIGEFS,22,135.5,25.75,953.5812
Invest_AIGEFS,23,162.0,47.5,985.0106
Invest_AIGEFS,23,164.5,48.75,981.6807
Invest_AIGEFS,23,167.75,49.0,984.3911
Invest_AIGEFS,23,169.25,50.25,988.6025
Invest_AIGEFS,23,170.0,51.0,994.1118
Invest_AIGEFS,23,117.5,14.5,992.016
Invest_AIGEFS,23,115.25,15.0,983.9052
Invest_AIGEFS,23,114.0,15.25,983.5158
Invest_AIGEFS,23,113.0,16.25,976.1948
Invest_AIGEFS,23,112.0,17.5,961.0139
Invest_AIGEFS,23,110.75,19.0,964.8077
Invest_AIGEFS,23,109.5,20.0,957.36
Invest_AIGEFS,23,150.25,16.75,964.07947
Invest_AIGEFS,23,148.0,17.75,957.78577
Invest_AIGEFS,23,145.5,18.75,960.69196
Invest_AIGEFS,23,143.0,19.5,953.98315
Invest_AIGEFS,23,140.75,20.5,955.73914
Invest_AIGEFS,23,139.0,21.25,950.8468
Invest_AIGEFS,23,136.75,21.75,954.56226
Invest_AIGEFS,23,134.5,23.0,957.4684
Invest_AIGEFS,23,132.75,23.75,953.0672
Invest_AIGEFS,24,161.25,47.5,983.75104
Invest_AIGEFS,24,164.75,49.0,980.2689
Invest_AIGEFS,24,166.5,49.25,982.6133
Invest_AIGEFS,24,169.25,50.5,985.81586
Invest_AIGEFS,24,172.75,52.0,992.1344
Invest_AIGEFS,24,119.25,14.0,995.1752
Invest_AIGEFS,24,116.75,15.5,995.95013
Invest_AIGEFS,24,114.5,16.25,990.9533
Invest_AIGEFS,24,112.75,17.0,981.52264
Invest_AIGEFS,24,111.75,17.75,962.5664
Invest_AIGEFS,24,110.25,18.75,976.91675
Invest_AIGEFS,24,109.0,20.25,970.19086
Invest_AIGEFS,24,108.25,21.0,974.822
Invest_AIGEFS,24,107.25,22.25,981.4029
Invest_AIGEFS,24,100.25,42.25,995.2795
Invest_AIGEFS,24,100.25,39.25,994.35834
Invest_AIGEFS,24,100.75,40.75,993.4471
Invest_AIGEFS,24,100.5,39.0,992.5679
Invest_AIGEFS,24,130.75,41.0,989.9363
Invest_AIGEFS,24,134.75,41.75,990.7456
Invest_AIGEFS,24,100.25,42.25,991.3642
Invest_AIGEFS,25,161.25,46.5,984.10187
Invest_AIGEFS,25,163.75,48.0,980.4956
Invest_AIGEFS,25,166.75,48.75,982.1015
Invest_AIGEFS,25,168.5,50.25,986.5377
Invest_AIGEFS,25,169.75,50.75,991.6447
Invest_AIGEFS,25,118.0,12.75,998.4601
Invest_AIGEFS,25,116.25,13.25,989.1155
Invest_AIGEFS,25,115.25,14.5,984.7618
Invest_AIGEFS,25,114.0,15.75,978.4866
Invest_AIGEFS,25,112.5,17.0,972.294
Invest_AIGEFS,25,111.0,18.5,969.1666
Invest_AIGEFS,25,109.75,19.5,961.3295
Invest_AIGEFS,25,108.5,20.75,965.4378
Invest_AIGEFS,25,107.5,21.75,965.77985
Invest_AIGEFS,25,144.0,14.0,969.10376
Invest_AIGEFS,25,141.25,14.5,969.8292
Invest_AIGEFS,25,138.75,14.75,965.02594
Invest_AIGEFS,25,135.75,15.5,966.17615
Invest_AIGEFS,25,133.25,16.25,962.69
Invest_AIGEFS,25,130.75,16.75,957.8861
Invest_AIGEFS,25,128.25,17.25,954.79596
Invest_AIGEFS,26,161.0,47.0,983.7477
Invest_AIGEFS,26,164.0,48.5,979.63367
Invest_AIGEFS,26,167.0,49.5,982.60986
Invest_AIGEFS,26,169.0,50.5,986.2727
Invest_AIGEFS,26,171.25,51.25,993.6609
Invest_AIGEFS,26,118.5,13.75,993.00446
Invest_AIGEFS,26,116.0,14.25,984.8064
Invest_AIGEFS,26,114.25,15.25,977.09674
Invest_AIGEFS,26,113.0,16.0,968.30835
Invest_AIGEFS,26,112.25,17.25,965.15607
Invest_AIGEFS,26,111.0,18.5,958.12024
Invest_AIGEFS,26,110.0,19.5,955.2517
